vaga_id,codigo_candidato,tech_overlap_count,cand_has_sap,is_sap_vaga,sap_pair,ingles_ok,espanhol_ok,vaga_ing_rank,cand_ing_rank,vaga_esp_rank,cand_esp_rank,vaga_sen_rank,cand_sen_rank,senioridade_gap,senioridade_ok,days_update,situacao_ord,len_cv_bin,ok_eng_sen,len_cv_pt_z
8218,32482,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,2,0,0,-0.9057145
8218,32264,2,0,0,0,0,1,3,0,0,0,0,0,0,1,0,2,2,0,-0.05126132
8218,32204,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,2,0,0,-0.9063542
8218,32029,2,0,0,0,0,1,3,0,0,0,0,0,0,1,0,4,1,0,-0.57967037
8218,31530,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,2,2,0,0.22914945
8218,26535,1,0,0,0,1,1,3,3,0,0,0,3,3,1,2,4,2,1,-0.15894759
8219,28074,0,1,0,0,0,1,6,3,0,0,0,3,3,1,0,2,2,0,0.2029209
8220,34200,3,0,0,0,0,1,6,0,0,0,0,0,0,1,0,2,2,0,-0.03079027
8220,33784,2,0,0,0,0,1,6,0,0,0,0,0,0,1,0,4,2,0,-0.09966683
8220,33742,2,0,0,0,0,1,6,0,0,0,0,0,0,1,0,4,1,0,-0.25767776
8220,33739,3,1,0,0,0,1,6,0,0,0,0,0,0,1,1,4,1,0,-0.24616279
8220,33730,1,0,0,0,0,1,6,0,0,0,0,0,0,1,0,4,2,0,-0.07535745
8220,33729,2,0,0,0,0,1,6,0,0,0,0,0,0,1,36,4,2,0,0.29887897
8220,33728,1,0,0,0,0,1,6,0,0,0,0,0,0,1,22,4,2,0,0.34792417
8220,32717,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,2,0,0,-0.9057145
8220,32463,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,2,0,0,-0.9057145
8220,30982,4,0,0,0,0,1,6,0,0,0,0,0,0,1,43,2,3,0,1.1471481
8220,30111,2,1,0,0,0,1,6,0,0,0,0,0,0,1,0,2,1,0,-0.3668567
8220,30031,2,0,0,0,0,1,6,0,0,0,0,0,0,1,1,2,1,0,-0.26599413
8220,29813,2,0,0,0,0,1,6,0,0,0,0,0,0,1,5,2,1,0,-0.4677193
8220,6648,3,1,0,0,1,1,6,6,0,5,0,0,0,1,0,2,3,1,3.3972578
8221,34263,2,1,0,0,0,1,5,0,0,0,0,0,0,1,0,2,1,0,-0.42720366
8221,34261,1,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,2,0,0.17797181
8221,34257,3,0,0,0,0,1,5,3,0,0,0,0,0,1,0,2,2,0,0.2888567
8221,34256,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,1,0,-0.62786263
8221,34255,1,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,1,0,-0.28817108
8221,34231,1,0,0,0,0,1,5,0,0,0,0,0,0,1,16,4,1,0,-0.24637604
8221,33822,0,1,0,0,0,1,5,0,0,0,0,0,0,1,0,4,3,0,0.48951563
8221,32544,0,0,0,0,0,1,5,0,0,0,0,0,0,1,42,4,0,0,-0.9057145
8221,32280,3,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,1,0,-0.31653205
8221,32106,1,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,1,0,-0.6118696
8221,31434,3,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,1,0,-0.25554535
8221,30943,1,0,0,0,0,1,5,0,0,0,0,0,0,1,41,4,1,0,-0.37730548
8221,30914,3,0,0,0,0,1,5,0,0,0,0,0,0,1,30,4,2,0,0.26753265
8221,30857,1,0,0,0,0,1,5,0,0,0,0,0,0,1,16,4,1,0,-0.33209857
8221,30788,4,0,0,0,0,1,5,0,0,0,0,0,0,1,22,4,1,0,-0.25661156
8221,28634,3,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,2,0,0.082227
8221,28618,2,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,2,0,-0.19136009
8221,28450,3,0,0,0,0,1,5,0,0,0,0,0,0,1,44,4,3,0,0.65968126
8221,28003,0,1,0,0,0,1,5,0,0,0,0,0,0,1,0,2,1,0,-0.3764525
8221,27976,1,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,1,0,-0.3244219
8221,27965,1,0,0,0,0,1,5,3,0,1,0,0,0,1,0,2,1,0,-0.47454298
8221,27713,5,0,0,0,0,1,5,0,0,0,0,0,0,1,45,4,3,0,0.5247002
8221,26847,3,0,0,0,0,1,5,0,0,0,0,0,0,1,1,2,1,0,-0.33081913
8221,26508,3,0,0,0,0,1,5,0,0,0,0,0,0,1,30,4,1,0,-0.301392
8221,22977,0,0,0,0,0,1,5,0,0,0,0,0,0,1,46,4,0,0,-0.9057145
8222,28925,1,1,0,0,1,1,0,3,0,0,0,0,0,1,0,2,2,1,-0.15169741
8222,28269,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,0.8931792
8222,28058,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,-0.41014445
8222,27842,1,1,0,0,1,1,0,3,0,0,0,0,0,1,0,2,3,1,0.6937997
8222,27185,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,1.3834182
8222,26952,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,1.3115563
8222,25540,1,1,0,0,1,1,0,5,0,1,0,0,0,1,0,2,2,1,0.20974459
8222,14018,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,1,0.13297814
8222,10723,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,2.9149086
8222,8320,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,-0.9063542
8222,44,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,7.211271
8223,23348,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,0.37266004
8223,16101,2,1,0,0,1,1,0,3,0,1,0,0,0,1,0,2,3,1,1.0691023
8223,12720,2,1,0,0,1,1,0,3,0,0,0,3,3,1,0,2,3,1,2.5613565
8223,11753,1,1,0,0,1,1,0,0,0,0,0,3,3,1,0,2,3,1,2.7449565
8224,33183,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,2,3,1,1.6056144
8224,32464,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,-0.9057145
8224,32389,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,-0.9057145
8224,19448,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,4.065552
8224,898,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,-0.56517
8227,25893,0,0,0,0,0,1,5,0,0,0,0,3,3,1,50,4,1,0,-0.37815842
8230,22935,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,2,0,0,-0.9057145
8230,3170,3,1,0,0,0,1,6,0,0,0,0,3,3,1,0,2,3,0,2.9810133
8231,27028,1,1,0,0,0,1,6,5,0,1,0,0,0,1,0,2,3,0,0.6125552
8231,19846,2,1,0,0,0,1,6,3,0,1,0,0,0,1,0,2,3,0,0.9983066
8231,16747,2,1,0,0,0,1,6,0,0,0,0,0,0,1,0,2,3,0,2.5760703
8231,16744,2,1,0,0,0,1,6,0,0,0,0,0,0,1,0,2,3,0,1.7885745
8231,13926,2,1,0,0,0,1,6,0,0,0,0,0,0,1,0,2,3,0,0.6104228
8231,13476,2,1,0,0,0,1,6,1,0,1,0,0,0,1,0,2,3,0,1.5687239
8231,10209,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,2,0,0,-0.9063542
8231,8750,2,1,0,0,0,1,6,0,0,0,0,0,0,1,0,2,3,0,1.6787558
8232,33268,0,1,0,0,0,1,5,0,0,0,0,0,0,1,32,4,3,0,3.8913352
8232,25385,0,1,0,0,0,1,5,0,0,0,0,0,0,1,0,2,2,0,-0.023113625
8232,15142,0,1,0,0,0,1,5,0,0,0,0,0,0,1,14,4,3,0,1.0168585
8232,13260,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,0,0,-0.9063542
8233,32912,0,0,0,0,1,1,0,0,0,0,0,0,0,1,11,5,0,1,-0.9057145
8234,33181,0,0,0,0,1,1,5,5,1,3,0,0,0,1,0,2,2,1,0.05450578
8234,33174,0,1,0,0,1,1,5,5,1,6,0,0,0,1,1,4,3,1,0.44196308
8235,33261,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,-0.76966727
8236,33345,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.3619522
8237,13950,1,1,0,0,1,0,1,3,1,0,0,0,0,1,0,2,2,1,0.21038431
8237,44,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,3,0,7.211271
8238,33055,1,1,0,0,1,1,1,3,1,3,0,0,0,1,0,2,1,1,-0.31269372
8238,12728,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,0.28821695
8239,17233,1,1,0,0,0,0,5,0,1,0,0,0,0,1,0,2,2,0,-0.01565022
8239,16101,1,1,0,0,0,1,5,3,1,1,0,0,0,1,0,2,3,0,1.0691023
8240,33344,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,2,2,0,0.046402656
8241,25997,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,3,0,0.6204451
8241,22935,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,-0.9057145
8242,33241,1,1,0,0,0,0,5,0,1,0,0,0,0,1,1,2,3,0,1.970255
8242,950,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,2,0,0,-0.9063542
8244,34128,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,-0.59481037
8244,34126,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,-0.35896683
8244,33461,4,0,0,0,1,1,0,6,0,5,0,3,3,1,0,2,1,1,-0.3408414
8244,27594,5,0,0,0,1,1,0,5,0,1,0,0,0,1,0,2,3,1,0.94606274
8245,29523,1,1,0,0,0,1,5,0,0,0,0,0,0,1,5,2,1,0,-0.3109878
8245,13950,1,1,0,0,0,1,5,3,0,0,0,0,0,1,0,2,2,0,0.21038431
8245,12728,1,1,0,0,0,1,5,0,0,0,0,0,0,1,0,2,2,0,0.28821695
8247,26707,0,1,0,0,1,1,0,3,0,3,0,0,0,1,0,2,2,1,-0.062989525
8249,33345,2,1,0,0,0,1,3,0,0,0,0,0,0,1,0,2,1,0,-0.3619522
8249,33342,2,1,0,0,0,1,3,0,0,0,0,0,0,1,0,2,1,0,-0.46174854
8249,31636,3,1,0,0,0,1,3,0,0,0,0,0,0,1,15,5,3,0,1.843164
8249,27949,2,1,0,0,0,1,3,0,0,0,0,0,0,1,0,2,1,0,-0.53488994
8250,29523,1,1,0,0,0,0,1,0,1,0,0,0,0,1,5,4,1,0,-0.3109878
8250,20918,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,3,0,0.68569654
8250,15339,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,3,0,0.5197957
8250,15041,1,1,0,0,0,0,1,0,1,0,0,0,0,1,18,3,3,0,0.46414006
8251,33280,0,0,0,0,0,1,6,3,0,1,0,0,0,1,0,2,1,0,-0.30075225
8252,34144,0,0,0,0,1,1,3,3,6,6,0,0,0,1,0,2,1,1,-0.70846736
8252,33485,0,0,0,0,0,0,3,0,6,0,0,0,0,1,43,2,1,0,-0.69652593
8252,33484,0,0,0,0,0,1,3,1,6,6,0,0,0,1,0,2,0,0,-0.7749983
8252,33460,0,0,0,0,0,0,3,0,6,0,0,0,0,1,39,3,0,0,-0.7724394
8252,33459,0,0,0,0,0,0,3,0,6,0,0,0,0,1,52,5,0,0,-0.76241714
8253,33617,0,1,0,0,0,1,6,0,0,0,0,0,0,1,0,2,1,0,-0.40502667
8253,33464,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,2,1,0,-0.62445074
8253,33457,0,0,0,0,1,1,6,6,0,6,0,0,0,1,24,4,1,1,-0.68287855
8253,33307,0,0,0,0,0,1,6,0,0,0,0,0,0,1,32,5,1,0,-0.45620432
8253,32902,0,0,0,0,0,1,6,0,0,0,0,0,0,1,32,4,0,0,-0.9057145
8254,32902,0,0,0,0,0,0,6,0,6,0,0,0,0,1,0,2,0,0,-0.9057145
8254,31933,0,0,0,0,0,0,6,0,6,0,0,0,0,1,12,4,1,0,-0.4965067
8255,32767,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,0,0,-0.9057145
8256,33288,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,2,0,0,-0.7459976
8256,33236,0,1,0,0,0,1,6,0,0,0,0,0,0,1,8,4,1,0,-0.23528755
8257,34144,0,0,0,0,0,1,5,3,5,6,0,0,0,1,0,2,1,0,-0.70846736
8258,33396,0,0,0,0,0,1,5,0,0,0,0,0,0,1,12,4,1,0,-0.52380145
8259,33964,1,0,0,0,0,1,6,0,0,0,0,0,0,1,0,2,1,0,-0.34276056
8259,33952,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,2,2,0,-0.0872989
8260,33569,0,0,0,0,0,0,3,0,6,0,0,0,0,1,51,2,1,0,-0.44959387
8260,32832,0,0,0,0,0,0,3,0,6,0,0,0,0,1,0,2,0,0,-0.9057145
8260,31933,0,0,0,0,0,0,3,0,6,0,0,0,0,1,0,2,1,0,-0.4965067
8261,36550,0,0,0,0,0,1,5,1,0,1,0,0,0,1,0,2,3,0,1.521811
8261,16950,0,0,0,0,1,1,5,6,0,0,0,0,0,1,0,2,3,1,0.47864038
8261,16388,0,1,0,0,0,1,5,0,0,0,0,0,0,1,0,2,2,0,0.03723333
8262,33224,3,0,0,0,0,0,1,0,1,0,0,0,0,1,1,3,1,0,-0.40929148
8262,29078,3,0,0,0,1,0,1,1,1,0,0,3,3,1,29,5,1,1,-0.66837823
8263,34144,0,0,0,0,0,1,5,3,0,6,0,0,0,1,0,2,1,0,-0.70846736
8264,34290,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,2,2,1,-0.07898254
8264,33663,0,0,0,0,1,1,0,6,0,3,0,0,0,1,0,2,1,1,-0.44490257
8265,33226,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,1,-0.13143961
8265,31425,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,1,0.31657788
8265,21075,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,1,-0.043797918
8265,2341,2,1,0,0,1,1,0,0,0,0,0,0,0,1,2,3,3,1,1.0573741
8266,33488,0,0,0,0,0,0,5,0,6,0,0,0,0,1,0,2,3,0,0.757132
8266,33457,0,0,0,0,1,1,5,6,6,6,0,0,0,1,24,2,1,1,-0.68287855
8266,33396,0,0,0,0,0,0,5,0,6,0,0,0,0,1,0,2,1,0,-0.52380145
8266,33332,0,1,0,0,0,0,5,0,6,0,0,0,0,1,0,2,1,0,-0.431042
8266,33023,0,0,0,0,0,0,5,0,6,0,0,0,0,1,0,2,1,0,-0.61208284
8268,33358,0,0,0,0,0,1,6,0,0,0,0,0,0,1,22,5,1,0,-0.49778613
8269,33983,0,0,0,0,0,1,3,0,0,0,0,0,0,1,11,3,1,0,-0.3148261
8270,33338,0,0,0,0,0,0,5,0,5,0,0,0,0,1,0,4,0,0,-0.82638913
8270,33023,0,0,0,0,0,0,5,0,5,0,0,0,0,1,0,2,1,0,-0.61208284
8270,32902,0,0,0,0,0,0,5,0,5,0,0,0,0,1,0,2,0,0,-0.9057145
8271,23348,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,0.37266004
8272,33456,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,1,0,-0.43424058
8272,33348,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,1,0,-0.37517306
8272,32832,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,0,0,-0.9057145
8273,33635,0,0,0,0,0,0,6,0,6,0,0,0,0,1,26,2,1,0,-0.43786567
8273,33566,0,0,0,0,1,0,6,6,6,1,0,0,0,1,0,5,1,1,-0.3770922
8273,33243,0,0,0,0,0,0,6,5,6,1,0,0,0,1,0,2,1,0,-0.49586698
8273,33225,0,0,0,0,0,0,6,1,6,1,0,0,0,1,0,2,1,0,-0.61677414
8273,32375,0,0,0,0,0,0,6,0,6,0,0,0,0,1,10,4,0,0,-0.9057145
8274,33566,0,0,0,0,1,1,6,6,0,1,0,0,0,1,19,4,1,1,-0.3770922
8274,33288,0,0,0,0,0,1,6,0,0,0,0,0,0,1,32,5,0,0,-0.7459976
8275,32902,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,2,0,0,-0.9057145
8275,32774,0,0,0,0,0,0,1,0,6,0,0,0,0,1,15,4,0,0,-0.9057145
8275,32767,0,0,0,0,0,0,1,0,6,0,0,0,0,1,12,5,0,0,-0.9057145
8275,32664,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,2,0,0,-0.9057145
8275,29189,0,1,0,0,0,0,1,0,6,0,0,0,0,1,0,2,1,0,-0.2860387
8276,34434,0,0,0,0,0,0,1,0,6,0,0,0,0,1,10,5,2,0,-0.16214618
8276,33994,0,0,0,0,0,0,1,0,6,0,0,0,0,1,18,3,1,0,-0.57967037
8277,33285,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,2,1,0,-0.5075952
8277,33283,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,2,1,0,-0.6905552
8277,33280,0,0,0,0,1,1,3,3,0,1,0,0,0,1,0,2,1,1,-0.30075225
8277,31399,0,0,0,0,0,1,3,1,0,1,0,0,0,1,0,2,2,0,-0.03420211
8279,33807,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,4,3,0,0.4287422
8280,33867,0,0,0,0,0,0,1,0,6,0,0,0,0,1,31,5,2,0,-0.2308095
8280,33845,0,0,0,0,0,0,1,0,6,0,0,0,0,1,4,3,1,0,-0.3704818
8280,33844,0,0,0,0,0,0,1,0,6,0,0,0,0,1,32,5,2,0,-0.10329191
8280,33520,0,0,0,0,1,1,1,1,6,6,0,0,0,1,4,2,1,1,-0.50418335
8280,33515,0,0,0,0,1,1,1,6,6,6,0,0,0,1,4,2,1,1,-0.5001318
8280,32347,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,2,1,0,-0.6114431
8281,33617,0,1,0,0,0,1,6,0,0,0,0,0,0,1,1,2,1,0,-0.40502667
8281,33357,0,0,0,0,0,1,6,0,0,0,0,0,0,1,22,5,1,0,-0.49778613
8282,33873,0,0,0,0,0,1,6,5,0,3,0,0,0,1,1,2,2,0,0.21102403
8282,33855,0,1,0,0,0,1,6,0,0,0,0,0,0,1,0,2,3,0,1.7698094
8282,33822,0,1,0,0,0,1,6,0,0,0,0,0,0,1,0,2,3,0,0.48951563
8282,33560,0,1,0,0,0,1,6,5,0,1,0,0,0,1,17,2,3,0,1.9039373
8282,33404,0,1,0,0,1,1,6,6,0,6,0,0,0,1,0,2,3,1,3.0769713
8283,33233,0,0,0,0,1,1,0,0,0,0,0,0,0,1,11,4,0,1,-0.9046483
8283,33227,0,0,0,0,1,1,0,0,0,0,0,0,0,1,11,4,0,1,-0.9046483
8283,31093,0,0,0,0,1,1,0,0,0,0,0,0,0,1,13,5,2,1,-0.026098985
8284,29811,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,2,1,0,-0.70356286
8284,29723,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,2,2,0,0.18415578
8285,32905,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,0,0,-0.9057145
8285,27983,1,1,0,0,0,1,5,0,0,0,0,0,0,1,0,2,3,0,2.569673
8285,19289,1,1,0,0,0,1,5,0,0,0,0,0,0,1,0,2,3,0,0.72450626
8285,18181,1,1,0,0,0,1,5,0,0,0,0,0,0,1,0,2,2,0,-0.07791634
8285,12667,1,1,0,0,0,1,5,0,0,0,0,0,0,1,0,2,3,0,0.66842407
8285,8448,0,0,0,0,0,1,5,0,0,0,0,0,0,1,3,2,0,0,-0.9063542
8285,401,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,0,0,-0.9063542
8288,22876,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,2,0,0,-0.9057145
8288,15188,1,1,0,0,0,0,3,0,1,0,0,0,0,1,0,2,3,0,2.5112453
8288,14875,1,1,0,0,0,0,3,0,1,0,0,0,0,1,47,5,3,0,2.0862577
8289,33599,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,2,1,0,-0.6798932
8292,33761,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.47070464
8292,33760,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,-0.14636642
8292,33759,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.27281782
8292,33738,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,2,1,1,-0.47539592
8292,33735,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,-0.87841976
8292,24509,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,-0.07791634
8294,36807,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,1,-0.15724166
8294,19977,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,1,-0.072372094
8296,33976,0,0,0,0,0,0,5,3,5,3,0,0,0,1,0,2,1,0,-0.5722069
8298,33355,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,-0.905288
8299,28409,1,1,0,0,0,1,5,0,0,0,0,0,0,1,0,2,2,0,0.28864342
8299,22935,0,0,0,0,0,1,5,0,0,0,0,0,0,1,13,4,0,0,-0.9057145
8299,833,2,1,0,0,0,1,5,0,0,0,0,0,0,1,0,2,2,0,0.36199802
8300,33791,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,0.28565806
8300,33786,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.29243588
8300,33722,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.667312
8300,33690,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,-0.21097817
8300,33669,0,0,0,0,0,0,1,0,1,0,0,0,0,1,11,5,1,0,-0.5282795
8300,33648,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.6325539
8300,33576,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.68159914
8300,33564,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.2504276
8300,33544,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,-0.1478591
8300,33532,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.46068236
8300,33521,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.6097372
8300,33507,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.46857223
8300,33506,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,-0.75154185
8300,33448,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.5459784
8300,33444,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.30885538
8300,33409,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,2,2,0,-0.07258533
8300,33408,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.40268105
8300,33394,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.28028122
8300,33393,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.42869633
8300,33390,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4,1,0,-0.35896683
8300,33388,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.3344442
8300,33387,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,0.3272399
8300,33386,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,-0.14252809
8300,33385,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.65217197
8300,17585,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,2,1,1,-0.34318703
8301,33806,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19,5,1,1,-0.6016341
8301,33714,0,0,0,0,1,1,0,0,0,0,0,0,0,1,8,4,0,1,-0.9046483
8301,33556,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6,4,0,1,-0.9046483
8301,33555,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,1,-0.9046483
8301,33553,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,-0.9046483
8302,33339,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,1.122199
8302,33337,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,-0.7799028
8302,30265,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,1.2130394
8302,27019,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,4,3,1,1.7316394
8302,21311,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,1,0.35026982
8302,16713,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,1,-0.021620944
8302,16668,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,4.82682
8302,15188,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,2.5112453
8302,14875,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,2.0862577
8302,13797,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,4,2,1,0.045976177
8302,11010,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,7.620052
8302,8092,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,4,0,1,-0.9063542
8303,33399,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,-0.2994728
8303,32167,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,1,-0.17280819
8303,3992,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,-0.9063542
8304,33287,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5,2,0,-0.11139503
8305,12353,0,0,0,0,1,1,0,0,0,0,0,0,0,1,10,4,0,1,-0.9063542
8306,35615,1,0,0,0,1,1,0,0,0,0,0,3,3,1,0,2,1,1,-0.24552307
8306,26213,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,2.2495997
8308,34167,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,-0.83918357
8309,26663,1,1,0,0,1,1,1,5,1,1,0,0,0,1,1,2,2,1,0.015056358
8309,21841,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,3,0,0.6948659
8310,33476,0,0,0,0,1,1,1,1,1,1,0,0,0,1,2,2,2,1,-0.10606403
8311,31537,0,1,0,0,1,1,0,0,0,0,0,3,3,1,0,5,2,1,0.20633274
8313,35270,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,-0.55216235
8313,35269,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,-0.829801
8313,35267,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,-0.8355585
8313,34450,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,-0.71827644
8313,34449,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,3,0,0.789118
8313,34448,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,-0.8165801
8313,34340,0,0,0,0,0,1,1,0,0,0,0,0,0,1,15,5,1,0,-0.4395716
